Org ID,Organization Name,All Registration Steps Completed before the Deadline?,Reg Form Progress,"Number of ""Pending bCourse"" (Completed Signatory Agreement but not bCourse)","Number of finalized Signatories (Completed both Agreement and bCourse 
(Need 4 to 8)",Org Type,Callink page,Callink Advisor
92021,International Outreach Project,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/internationaloutreachproject,Millicent Morris-Chaney
91927,International Pre-Health Students Organization,No,Not Started,0,1,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/IntlPre-HealthStudentsOrganization,Deepak Sharma
46403,International Public Policy Group,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gainternationalpublicpolicygroup,Dylan Howser
46349,International Refugee Assistance Project at Berkeley Law,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/gairaqirefugeeassistanceproject,Dylan Howser
158935,International Relations Council of Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/IRC,Deepak Sharma
92022,International Service Club,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/internationalserviceclub,Millicent Morris-Chaney
92023,International Service Learning at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/internationalservicelearning,Millicent Morris-Chaney
45971,International Socialist Organization,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/internationalsocialistorganization,Millicent Morris-Chaney
91282,International Society for Pharmaceutical Engineering,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ispe,Deepak Sharma
321246,International Student Mentorship Program at Berkeley,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ismpberkeley,Deepak Sharma
45972,International Students Association at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/isab,Alejandro Muro
90006,International Students' Advisory Committee,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/IntlStudentsAdvisoryCommittee,Alejandro Muro
91451,International Undergraduate Student Ministry,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/iusm,Millicent Morris-Chaney
82996,International Youth and Students for Social Equality,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/IYSSE,Millicent Morris-Chaney
91461,International Youth and Students for Social Equality Publications Group,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/iyssepubs,Dylan Howser
83000,Interstitials MSE Mentoring Program,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/InterstitialsMSE,Dylan Howser
45973,Intertribal Student Council,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/intertribalstudentcouncil,Alejandro Muro
45974,InterVarsity Christian Fellowship,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/intervarsitychristianfellowship,Millicent Morris-Chaney
166201,Intro to Surgery,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/intro-to-surgery,Deepak Sharma
219803,INvent,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/invent,Deepak Sharma
164469,Invention Corps of Berkeley,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/inventioncorps,Deepak Sharma
91967,Investment Banking Student Association of Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/investmentbanking,Deepak Sharma
46680,Investor's Circle,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/investorscircle,Deepak Sharma
91764,Involutionaries,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/involutionaries,Millicent Morris-Chaney
325446,IOS Codepath at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ioscodepath,Deepak Sharma
135414,"Iota Sigma Pi, Hydrogen Chapter",No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/isp,Dylan Howser
45975,Iranian Student Association in America,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/iranianstudentallianceinamerica,Dylan Howser
45976,Iranian Students Cultural Organization,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/isco,Alejandro Muro
91526,Iranian-Israeli Student Coalition at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/iranian-israelistudentcoalition,Alejandro Muro
91399,Irish Dancers of Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/irishdancers,Millicent Morris-Chaney
143903,"iSchool Review, The",No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/ischoolreview,Millicent Morris-Chaney
137992,ISI Burke Society of Berkeley ,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/isiburkesociety,Millicent Morris-Chaney
46741,ISM Magazine,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ismmagazine,Millicent Morris-Chaney
91312,Ismailis at Berkeley,No,Approved,0,3,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ismailisatberkeley,Millicent Morris-Chaney
45977,Israel Action Committee,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/israelactioncommittee,Alejandro Muro
46189,Issues Berkeley Medical Journal,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/berkeleymedicaljournal,Millicent Morris-Chaney
91317,IT & Public Policy,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/itpp,Deepak Sharma
91528,Italian American Association of Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/italianamericanassociation,Alejandro Muro
45978,Italian Society at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ItalianSocietyAtBerkeley,Dylan Howser
91386,Itch to Stitch,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/itchtostitch,Alejandro Muro
46165,Iu-Mien Student Union,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/iumienstudentunion,Alejandro Muro
92028,iVolve,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ivolve,Deepak Sharma
56458,J Street U at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/JStreetU,Millicent Morris-Chaney
91717,J.S.D. (Doctor of Juridical Science) Consortium ,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/jsd,Dylan Howser
157713,Jain Students Association,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/jsa,Millicent Morris-Chaney
144722,Jakara Movement Club at Berkeley,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/jakaramovementclub,Alejandro Muro
91723,Jam Sessions at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/jamsessions,Alejandro Muro
46299,Japanese Christian Fellowship,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/JCF,Millicent Morris-Chaney
91284,Japanese Graduates & Researchers Society at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/jgrs-berkeley,Deepak Sharma
158852,Javascript @ Berkeley,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/javascript,Deepak Sharma
91724,Jazz Dance Company of Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/jazzdancecompany,Alejandro Muro
91211,Jeeva Clinic,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/jeevaclinic,Millicent Morris-Chaney
92108,Jehovah's Witnesses at Berkeley,No,Approved,0,2,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/JehovahsWitnesses,Millicent Morris-Chaney
45979,Jericho!,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/jericho,Alejandro Muro
45980,Jewish Business Association,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/jewishbusinessassociation,Deepak Sharma
46535,Jewish Greek Council,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/jewishgreekcouncil,Millicent Morris-Chaney
91529,Jewish Muslim Interfaith Committee,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/jewishmusliminterfaithcommittee,Millicent Morris-Chaney
45981,Jewish Student Union,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/jewishstudentunion,Millicent Morris-Chaney
91456,Jewish Students Association at Berkeley Law,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/jsabl,Dylan Howser
221473,Jewish Voice for Peace at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/jvpatberkeley,Millicent Morris-Chaney
46656,Jews in Engineering,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/jewsinengineering,Deepak Sharma
289438,Jews of Color Collective ,No,Approved,0,3,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/JewsofColorCollective,Alejandro Muro
91222,JingHong Hanfu Club ,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/hanfu,Alejandro Muro
91285,JMed: The Jewish Pre-Medical Network at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/jmedthejewishpre-medicalnetwork,Deepak Sharma
164867,John Quincy Adams Society at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/jqasatberkeley,Deepak Sharma
46725,Journal of Ethics at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/berkeleyjournalofethics,Millicent Morris-Chaney
91913,Judo Appreciation Club of Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/judoappreciationclubofberkeley,Millicent Morris-Chaney
123317,Jugger at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/jugger,Millicent Morris-Chaney
91252,Juggling Club at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/jugglingclub,Alejandro Muro
46404,Julia Robinson Society,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gajuliarobinsonsociety,Dylan Howser
91916,Jurisbrewdence,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/Jurisbrewdence,Dylan Howser
46670,Jussie's Comix,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/jussiescomix,Millicent Morris-Chaney
115840,Juvenile Education Advocacy Project,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/JEAP,Dylan Howser
73006,Juvenile Hall Outreach,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gajho,Dylan Howser
56688,K to College at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/KtC,Millicent Morris-Chaney
46691,K-Popular at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/kpopular,Alejandro Muro
156681,KABIRA at Berkeley ,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/kabiraatberkeley,Alejandro Muro
45982,Kairos Christian Fellowship,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/kairoschristianfellowship,Millicent Morris-Chaney
91918,Kairos Dance Co. ,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/KairosDanceCo,Alejandro Muro
82993,Kairos Society for Entrepreneurship and Innovation,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/kairos,Deepak Sharma
46679,Kaizen Business Group at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/kaizenbusinessgroup,Deepak Sharma
46496,Kal Ki Awaaz,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/kalkiawaaz,Alejandro Muro
46489,Kalanjiyam at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/kalanjiyam,Alejandro Muro
221798,Kallisto Consulting Group,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/kallistoconsulting,Deepak Sharma
91348,Kappa Alpha Pi Pre-Law Fraternity,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/kapi,Deepak Sharma
45983,Kappa Gamma Delta,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/kgd,Deepak Sharma
92109,KAPWA - IVCF,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/kapwa-ivcf,Millicent Morris-Chaney
92110,Karisma,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/karisma,Millicent Morris-Chaney
91530,Kazakhstani Student Association,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/kazakhstanistudentassociation,Alejandro Muro
137576,Kendama Klub,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/kendama,Millicent Morris-Chaney
46627,Kendo Club,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/kendoclub,Millicent Morris-Chaney
45985,Kesher Enoshi: Progressives for Activism in Israel,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/kesherenoshi,Millicent Morris-Chaney
135415,Kidney Disease Screening and Awareness Program ,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/kdsap,Millicent Morris-Chaney
164473,Kids in Nutrition,No,Approved,0,1,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/KIN,Millicent Morris-Chaney
135416,Kind Aid and Resources for the Elderly,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/KARE,Millicent Morris-Chaney
137708,Kink Club,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/kinkclub,Alejandro Muro
164807,KiwiCampus,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/KiwiCampus,Alejandro Muro
56669,Klesis,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/klesis,Millicent Morris-Chaney
324691,kmoverse,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/kmoverse,Deepak Sharma
91935,Knights of the Square Table,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/KnightsoftheSquareTable,Millicent Morris-Chaney
45994,Koinonia Campus Fellowship,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/koinoniacampusfellowship,Millicent Morris-Chaney
91531,Kojobs at Berkeley,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/kojobs,Deepak Sharma
91725,Kol Hadov,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/kolhadov,Alejandro Muro
91532,Kollab at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/kollab,Alejandro Muro
46592,Korea Campus Crusade for Christ,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ucbkccc,Millicent Morris-Chaney
45995,Korean American Student Association,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/koreanamericanstudentassociation,Alejandro Muro
159286,Korean Business Organization,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/KoreanBusinessOrganization,Deepak Sharma
45997,Korean Chamber Ensemble,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/koreanchamberensemble,Alejandro Muro
222006,Korean Christian Biblical & Theological Studies,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/koreanchristianbiblicalandtheological,Millicent Morris-Chaney
91430,Korean Christian Fellowship,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/koreanchristianfellowship,Millicent Morris-Chaney
92090,Korean Compassion at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/koreancompassion,Millicent Morris-Chaney
46752,Korean Graduate Students Association,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gakoreangraduatestudentsassociation,Dylan Howser
144500,Korean International Media Press Group at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/Kalfocus,Millicent Morris-Chaney
59417,Korean Performance Group,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/kpg,Alejandro Muro
162583,Korean Pre-Health Association,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/koha,Deepak Sharma
82994,Korean Student Organizations,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/KoreanStudentOrganizations,Alejandro Muro
129701,Korean Tennis Club,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/koreantennisclub,Millicent Morris-Chaney
46570,Korean Undergraduate Networking Association,No,Not Started,0,3,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/KUNA,Deepak Sharma
302883,Korean Volleyball Association ,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/koreanvolleyballassociation,Millicent Morris-Chaney
56667,Korean-American Scientists and Engineers Association (Silicon Valley Chapter),Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ksea,Deepak Sharma
292035,KOSMOS,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/KOSMOS,Alejandro Muro
46386,Kroeber Anthropological Society,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gakroeberanthropologicalsociety,Dylan Howser
302476,L2S@Berkeley,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/l2s,Alejandro Muro
236583,La Campanella,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/LaCampanella,Millicent Morris-Chaney
117755,La Clinica Student Alliance at Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/lcsa,Millicent Morris-Chaney
164255,La Dolce Vita Italian Studies Club,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ladolcevita,Alejandro Muro
91533,La Fe - IVCF,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/lafe-ivcf,Millicent Morris-Chaney
46354,La Raza Law Journal,Yes,Approved,0,6,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/galarazalawjournal,Dylan Howser
46359,La Raza Law Journal Symposium,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/galarazalawjournalsymposium,Dylan Howser
46361,La Raza Law Students Association,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/galarazalawstudentsassociation,Dylan Howser
46557,La Raza Workers' and Tenants' Rights Clinic,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/galarazaworkersrightsclinic,Dylan Howser
46115,La Voz de Berkeley,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/lavozdeberkeley,Millicent Morris-Chaney
46154,Labor Coach Program,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/laborcoachprogram,Millicent Morris-Chaney
56201,Labor Justice Project,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/LaborJusticeProject,Millicent Morris-Chaney
46467,Laboratory for the Study of Interaction and Discourse in Education Research,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/galaboratoryforthestudyofinteractionanddiscourseineducationresearch,Dylan Howser
220491,Ladki Love,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ladkilove,Millicent Morris-Chaney
325449,Landscope at Berkeley,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/landscope,Deepak Sharma
45998,Laotian American Student Representatives,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/LASR,Alejandro Muro
73002,Latin America Caucus,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/galac,Dylan Howser
289712,Latin American History Working Group ,No,Not Started,0,0,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/LatinAmericanHistoryWorkingGroup,Dylan Howser
125268,Latin American Leadership Society,Yes,Approved,0,4,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/LLS,Alejandro Muro
60050,Latin American Studies Student Organization,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/lasso,Alejandro Muro
91904,"Latin@ Caucus of the School of Social Welfare, The",No,Not Started,0,1,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/latino-acaucus,Dylan Howser
91288,Latin@ Sociological Association,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/lsass,Deepak Sharma
91788,Latino Christian Fellowship,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/latinochristianfellowship,Millicent Morris-Chaney
91469,Latino Pre-Medical Student Association,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/LPMSA,Deepak Sharma
46671,Latino Speakers at Goldman,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/galatinospeakersatgoldman,Dylan Howser
46553,Latino/a Association of Graduate Students in Engineering and Science,Yes,Approved,0,5,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/LAGSES,Dylan Howser
46609,Latino/a Undergraduate Mentorship Program in Public Policy,No,Not Started,0,0,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/galatinoaundergraduatementorshipprograminpublicpolicy,Dylan Howser
